,id,n_estimatores,learning_rate,max_depth,subsample,colsample_bytee,colsample_bynode,min_child_weight,runned,MAE,MAPE,RMSE,DATE
650,651,800,0.08,9,0.5,0.5,0.5,5,0,empty,empty,empty,empty
651,652,800,0.08,9,0.5,0.5,0.75,1,1,1207.45 +/- 207.91,0.16 +/- 0.01,1750.22 +/- 294.83,2022-01-27 19:25:02
652,653,800,0.08,9,0.5,0.5,0.75,3,0,empty,empty,empty,empty
653,654,800,0.08,9,0.5,0.5,0.75,5,0,empty,empty,empty,empty
654,655,800,0.08,9,0.5,0.5,1.0,1,0,empty,empty,empty,empty
655,656,800,0.08,9,0.5,0.5,1.0,3,0,empty,empty,empty,empty
656,657,800,0.08,9,0.5,0.5,1.0,5,0,empty,empty,empty,empty
657,658,800,0.08,9,0.5,0.75,0.5,1,0,empty,empty,empty,empty
658,659,800,0.08,9,0.5,0.75,0.5,3,0,empty,empty,empty,empty
659,660,800,0.08,9,0.5,0.75,0.5,5,0,empty,empty,empty,empty
660,661,800,0.08,9,0.5,0.75,0.75,1,0,empty,empty,empty,empty
661,662,800,0.08,9,0.5,0.75,0.75,3,0,empty,empty,empty,empty
662,663,800,0.08,9,0.5,0.75,0.75,5,0,empty,empty,empty,empty
663,664,800,0.08,9,0.5,0.75,1.0,1,0,empty,empty,empty,empty
664,665,800,0.08,9,0.5,0.75,1.0,3,0,empty,empty,empty,empty
665,666,800,0.08,9,0.5,0.75,1.0,5,0,empty,empty,empty,empty
666,667,800,0.08,9,0.5,1.0,0.5,1,0,empty,empty,empty,empty
667,668,800,0.08,9,0.5,1.0,0.5,3,0,empty,empty,empty,empty
668,669,800,0.08,9,0.5,1.0,0.5,5,0,empty,empty,empty,empty
669,670,800,0.08,9,0.5,1.0,0.75,1,0,empty,empty,empty,empty
670,671,800,0.08,9,0.5,1.0,0.75,3,0,empty,empty,empty,empty
671,672,800,0.08,9,0.5,1.0,0.75,5,0,empty,empty,empty,empty
672,673,800,0.08,9,0.5,1.0,1.0,1,0,empty,empty,empty,empty
673,674,800,0.08,9,0.5,1.0,1.0,3,0,empty,empty,empty,empty
674,675,800,0.08,9,0.5,1.0,1.0,5,0,empty,empty,empty,empty
675,676,800,0.08,9,0.75,0.5,0.5,1,0,empty,empty,empty,empty
676,677,800,0.08,9,0.75,0.5,0.5,3,0,empty,empty,empty,empty
677,678,800,0.08,9,0.75,0.5,0.5,5,1,1234.32 +/- 210.41,0.17 +/- 0.01,1791.22 +/- 310.13,2022-01-26 20:13:57
678,679,800,0.08,9,0.75,0.5,0.75,1,0,empty,empty,empty,empty
679,680,800,0.08,9,0.75,0.5,0.75,3,0,empty,empty,empty,empty
680,681,800,0.08,9,0.75,0.5,0.75,5,0,empty,empty,empty,empty
681,682,800,0.08,9,0.75,0.5,1.0,1,0,empty,empty,empty,empty
682,683,800,0.08,9,0.75,0.5,1.0,3,0,empty,empty,empty,empty
683,684,800,0.08,9,0.75,0.5,1.0,5,0,empty,empty,empty,empty
684,685,800,0.08,9,0.75,0.75,0.5,1,0,empty,empty,empty,empty
685,686,800,0.08,9,0.75,0.75,0.5,3,0,empty,empty,empty,empty
686,687,800,0.08,9,0.75,0.75,0.5,5,1,1234.32 +/- 210.41,0.17 +/- 0.01,1791.22 +/- 310.13,2022-01-27 15:04:54
687,688,800,0.08,9,0.75,0.75,0.75,1,0,empty,empty,empty,empty
688,689,800,0.08,9,0.75,0.75,0.75,3,0,empty,empty,empty,empty
689,690,800,0.08,9,0.75,0.75,0.75,5,0,empty,empty,empty,empty
690,691,800,0.08,9,0.75,0.75,1.0,1,0,empty,empty,empty,empty
691,692,800,0.08,9,0.75,0.75,1.0,3,0,empty,empty,empty,empty
692,693,800,0.08,9,0.75,0.75,1.0,5,0,empty,empty,empty,empty
693,694,800,0.08,9,0.75,1.0,0.5,1,0,empty,empty,empty,empty
694,695,800,0.08,9,0.75,1.0,0.5,3,0,empty,empty,empty,empty
695,696,800,0.08,9,0.75,1.0,0.5,5,0,empty,empty,empty,empty
696,697,800,0.08,9,0.75,1.0,0.75,1,0,empty,empty,empty,empty
697,698,800,0.08,9,0.75,1.0,0.75,3,0,empty,empty,empty,empty
698,699,800,0.08,9,0.75,1.0,0.75,5,0,empty,empty,empty,empty
699,700,800,0.08,9,0.75,1.0,1.0,1,0,empty,empty,empty,empty
700,701,800,0.08,9,0.75,1.0,1.0,3,0,empty,empty,empty,empty
701,702,800,0.08,9,0.75,1.0,1.0,5,0,empty,empty,empty,empty
702,703,800,0.08,9,1.0,0.5,0.5,1,0,empty,empty,empty,empty
703,704,800,0.08,9,1.0,0.5,0.5,3,0,empty,empty,empty,empty
704,705,800,0.08,9,1.0,0.5,0.5,5,0,empty,empty,empty,empty
705,706,800,0.08,9,1.0,0.5,0.75,1,0,empty,empty,empty,empty
706,707,800,0.08,9,1.0,0.5,0.75,3,0,empty,empty,empty,empty
707,708,800,0.08,9,1.0,0.5,0.75,5,0,empty,empty,empty,empty
708,709,800,0.08,9,1.0,0.5,1.0,1,0,empty,empty,empty,empty
709,710,800,0.08,9,1.0,0.5,1.0,3,0,empty,empty,empty,empty
710,711,800,0.08,9,1.0,0.5,1.0,5,0,empty,empty,empty,empty
711,712,800,0.08,9,1.0,0.75,0.5,1,0,empty,empty,empty,empty
712,713,800,0.08,9,1.0,0.75,0.5,3,0,empty,empty,empty,empty
713,714,800,0.08,9,1.0,0.75,0.5,5,0,empty,empty,empty,empty
714,715,800,0.08,9,1.0,0.75,0.75,1,0,empty,empty,empty,empty
715,716,800,0.08,9,1.0,0.75,0.75,3,0,empty,empty,empty,empty
716,717,800,0.08,9,1.0,0.75,0.75,5,0,empty,empty,empty,empty
717,718,800,0.08,9,1.0,0.75,1.0,1,0,empty,empty,empty,empty
718,719,800,0.08,9,1.0,0.75,1.0,3,0,empty,empty,empty,empty
719,720,800,0.08,9,1.0,0.75,1.0,5,0,empty,empty,empty,empty
720,721,800,0.08,9,1.0,1.0,0.5,1,0,empty,empty,empty,empty
721,722,800,0.08,9,1.0,1.0,0.5,3,0,empty,empty,empty,empty
722,723,800,0.08,9,1.0,1.0,0.5,5,0,empty,empty,empty,empty
723,724,800,0.08,9,1.0,1.0,0.75,1,0,empty,empty,empty,empty
724,725,800,0.08,9,1.0,1.0,0.75,3,0,empty,empty,empty,empty
725,726,800,0.08,9,1.0,1.0,0.75,5,0,empty,empty,empty,empty
726,727,800,0.08,9,1.0,1.0,1.0,1,0,empty,empty,empty,empty
727,728,800,0.08,9,1.0,1.0,1.0,3,0,empty,empty,empty,empty
728,729,800,0.08,9,1.0,1.0,1.0,5,0,empty,empty,empty,empty
729,730,1300,0.03,3,0.5,0.5,0.5,1,0,empty,empty,empty,empty
730,731,1300,0.03,3,0.5,0.5,0.5,3,0,empty,empty,empty,empty
731,732,1300,0.03,3,0.5,0.5,0.5,5,1,3084.5 +/- 485.82,0.36 +/- 0.02,4102.16 +/- 615.07,2022-01-28 06:36:01
732,733,1300,0.03,3,0.5,0.5,0.75,1,0,empty,empty,empty,empty
733,734,1300,0.03,3,0.5,0.5,0.75,3,0,empty,empty,empty,empty
734,735,1300,0.03,3,0.5,0.5,0.75,5,0,empty,empty,empty,empty
735,736,1300,0.03,3,0.5,0.5,1.0,1,0,empty,empty,empty,empty
736,737,1300,0.03,3,0.5,0.5,1.0,3,0,empty,empty,empty,empty
737,738,1300,0.03,3,0.5,0.5,1.0,5,0,empty,empty,empty,empty
738,739,1300,0.03,3,0.5,0.75,0.5,1,1,3084.5 +/- 485.83,0.36 +/- 0.02,4102.18 +/- 615.1,2022-01-28 06:32:15
739,740,1300,0.03,3,0.5,0.75,0.5,3,0,empty,empty,empty,empty
740,741,1300,0.03,3,0.5,0.75,0.5,5,0,empty,empty,empty,empty
741,742,1300,0.03,3,0.5,0.75,0.75,1,0,empty,empty,empty,empty
742,743,1300,0.03,3,0.5,0.75,0.75,3,0,empty,empty,empty,empty
743,744,1300,0.03,3,0.5,0.75,0.75,5,0,empty,empty,empty,empty
744,745,1300,0.03,3,0.5,0.75,1.0,1,0,empty,empty,empty,empty
745,746,1300,0.03,3,0.5,0.75,1.0,3,0,empty,empty,empty,empty
746,747,1300,0.03,3,0.5,0.75,1.0,5,0,empty,empty,empty,empty
747,748,1300,0.03,3,0.5,1.0,0.5,1,0,empty,empty,empty,empty
748,749,1300,0.03,3,0.5,1.0,0.5,3,0,empty,empty,empty,empty
749,750,1300,0.03,3,0.5,1.0,0.5,5,0,empty,empty,empty,empty
750,751,1300,0.03,3,0.5,1.0,0.75,1,0,empty,empty,empty,empty
751,752,1300,0.03,3,0.5,1.0,0.75,3,0,empty,empty,empty,empty
752,753,1300,0.03,3,0.5,1.0,0.75,5,0,empty,empty,empty,empty
753,754,1300,0.03,3,0.5,1.0,1.0,1,1,3082.48 +/- 489.87,0.36 +/- 0.02,4096.68 +/- 617.01,2022-01-28 05:34:45
754,755,1300,0.03,3,0.5,1.0,1.0,3,1,3082.48 +/- 489.87,0.36 +/- 0.02,4096.68 +/- 617.01,2022-01-27 20:08:04
755,756,1300,0.03,3,0.5,1.0,1.0,5,0,empty,empty,empty,empty
756,757,1300,0.03,3,0.75,0.5,0.5,1,0,empty,empty,empty,empty
757,758,1300,0.03,3,0.75,0.5,0.5,3,0,empty,empty,empty,empty
758,759,1300,0.03,3,0.75,0.5,0.5,5,0,empty,empty,empty,empty
759,760,1300,0.03,3,0.75,0.5,0.75,1,0,empty,empty,empty,empty
760,761,1300,0.03,3,0.75,0.5,0.75,3,0,empty,empty,empty,empty
761,762,1300,0.03,3,0.75,0.5,0.75,5,0,empty,empty,empty,empty
762,763,1300,0.03,3,0.75,0.5,1.0,1,0,empty,empty,empty,empty
763,764,1300,0.03,3,0.75,0.5,1.0,3,0,empty,empty,empty,empty
764,765,1300,0.03,3,0.75,0.5,1.0,5,0,empty,empty,empty,empty
765,766,1300,0.03,3,0.75,0.75,0.5,1,1,3083.67 +/- 488.21,0.36 +/- 0.02,4101.5 +/- 618.19,2022-01-27 10:06:26
766,767,1300,0.03,3,0.75,0.75,0.5,3,0,empty,empty,empty,empty
767,768,1300,0.03,3,0.75,0.75,0.5,5,0,empty,empty,empty,empty
768,769,1300,0.03,3,0.75,0.75,0.75,1,1,3083.14 +/- 487.32,0.36 +/- 0.02,4098.04 +/- 614.14,2022-01-28 06:17:02
769,770,1300,0.03,3,0.75,0.75,0.75,3,0,empty,empty,empty,empty
770,771,1300,0.03,3,0.75,0.75,0.75,5,0,empty,empty,empty,empty
771,772,1300,0.03,3,0.75,0.75,1.0,1,0,empty,empty,empty,empty
772,773,1300,0.03,3,0.75,0.75,1.0,3,0,empty,empty,empty,empty
773,774,1300,0.03,3,0.75,0.75,1.0,5,0,empty,empty,empty,empty
774,775,1300,0.03,3,0.75,1.0,0.5,1,0,empty,empty,empty,empty
775,776,1300,0.03,3,0.75,1.0,0.5,3,0,empty,empty,empty,empty
776,777,1300,0.03,3,0.75,1.0,0.5,5,0,empty,empty,empty,empty
777,778,1300,0.03,3,0.75,1.0,0.75,1,0,empty,empty,empty,empty
778,779,1300,0.03,3,0.75,1.0,0.75,3,0,empty,empty,empty,empty
779,780,1300,0.03,3,0.75,1.0,0.75,5,0,empty,empty,empty,empty
780,781,1300,0.03,3,0.75,1.0,1.0,1,0,empty,empty,empty,empty
781,782,1300,0.03,3,0.75,1.0,1.0,3,0,empty,empty,empty,empty
782,783,1300,0.03,3,0.75,1.0,1.0,5,0,empty,empty,empty,empty
783,784,1300,0.03,3,1.0,0.5,0.5,1,0,empty,empty,empty,empty
784,785,1300,0.03,3,1.0,0.5,0.5,3,0,empty,empty,empty,empty
785,786,1300,0.03,3,1.0,0.5,0.5,5,0,empty,empty,empty,empty
786,787,1300,0.03,3,1.0,0.5,0.75,1,0,empty,empty,empty,empty
787,788,1300,0.03,3,1.0,0.5,0.75,3,0,empty,empty,empty,empty
788,789,1300,0.03,3,1.0,0.5,0.75,5,0,empty,empty,empty,empty
789,790,1300,0.03,3,1.0,0.5,1.0,1,0,empty,empty,empty,empty
790,791,1300,0.03,3,1.0,0.5,1.0,3,0,empty,empty,empty,empty
791,792,1300,0.03,3,1.0,0.5,1.0,5,0,empty,empty,empty,empty
792,793,1300,0.03,3,1.0,0.75,0.5,1,0,empty,empty,empty,empty
793,794,1300,0.03,3,1.0,0.75,0.5,3,0,empty,empty,empty,empty
794,795,1300,0.03,3,1.0,0.75,0.5,5,0,empty,empty,empty,empty
795,796,1300,0.03,3,1.0,0.75,0.75,1,0,empty,empty,empty,empty
796,797,1300,0.03,3,1.0,0.75,0.75,3,0,empty,empty,empty,empty
797,798,1300,0.03,3,1.0,0.75,0.75,5,0,empty,empty,empty,empty
798,799,1300,0.03,3,1.0,0.75,1.0,1,0,empty,empty,empty,empty
799,800,1300,0.03,3,1.0,0.75,1.0,3,0,empty,empty,empty,empty
800,801,1300,0.03,3,1.0,0.75,1.0,5,0,empty,empty,empty,empty
801,802,1300,0.03,3,1.0,1.0,0.5,1,1,3085.91 +/- 489.61,0.36 +/- 0.02,4103.58 +/- 619.88,2022-01-27 13:12:04
802,803,1300,0.03,3,1.0,1.0,0.5,3,0,empty,empty,empty,empty
803,804,1300,0.03,3,1.0,1.0,0.5,5,0,empty,empty,empty,empty
804,805,1300,0.03,3,1.0,1.0,0.75,1,0,empty,empty,empty,empty
805,806,1300,0.03,3,1.0,1.0,0.75,3,0,empty,empty,empty,empty
806,807,1300,0.03,3,1.0,1.0,0.75,5,0,empty,empty,empty,empty
807,808,1300,0.03,3,1.0,1.0,1.0,1,0,empty,empty,empty,empty
808,809,1300,0.03,3,1.0,1.0,1.0,3,0,empty,empty,empty,empty
809,810,1300,0.03,3,1.0,1.0,1.0,5,1,3085.66 +/- 494.97,0.36 +/- 0.02,4100.37 +/- 621.6,2022-01-27 00:45:26
810,811,1300,0.03,6,0.5,0.5,0.5,1,0,empty,empty,empty,empty
811,812,1300,0.03,6,0.5,0.5,0.5,3,0,empty,empty,empty,empty
812,813,1300,0.03,6,0.5,0.5,0.5,5,0,empty,empty,empty,empty
813,814,1300,0.03,6,0.5,0.5,0.75,1,0,empty,empty,empty,empty
814,815,1300,0.03,6,0.5,0.5,0.75,3,0,empty,empty,empty,empty
815,816,1300,0.03,6,0.5,0.5,0.75,5,0,empty,empty,empty,empty
816,817,1300,0.03,6,0.5,0.5,1.0,1,0,empty,empty,empty,empty
817,818,1300,0.03,6,0.5,0.5,1.0,3,0,empty,empty,empty,empty
818,819,1300,0.03,6,0.5,0.5,1.0,5,0,empty,empty,empty,empty
819,820,1300,0.03,6,0.5,0.75,0.5,1,0,empty,empty,empty,empty
820,821,1300,0.03,6,0.5,0.75,0.5,3,0,empty,empty,empty,empty
821,822,1300,0.03,6,0.5,0.75,0.5,5,0,empty,empty,empty,empty
822,823,1300,0.03,6,0.5,0.75,0.75,1,0,empty,empty,empty,empty
823,824,1300,0.03,6,0.5,0.75,0.75,3,0,empty,empty,empty,empty
824,825,1300,0.03,6,0.5,0.75,0.75,5,1,2984.42 +/- 440.14,0.35 +/- 0.02,3934.72 +/- 561.86,2022-01-28 07:08:02
825,826,1300,0.03,6,0.5,0.75,1.0,1,0,empty,empty,empty,empty
826,827,1300,0.03,6,0.5,0.75,1.0,3,0,empty,empty,empty,empty
827,828,1300,0.03,6,0.5,0.75,1.0,5,0,empty,empty,empty,empty
828,829,1300,0.03,6,0.5,1.0,0.5,1,0,empty,empty,empty,empty
829,830,1300,0.03,6,0.5,1.0,0.5,3,0,empty,empty,empty,empty
830,831,1300,0.03,6,0.5,1.0,0.5,5,0,empty,empty,empty,empty
831,832,1300,0.03,6,0.5,1.0,0.75,1,0,empty,empty,empty,empty
832,833,1300,0.03,6,0.5,1.0,0.75,3,0,empty,empty,empty,empty
833,834,1300,0.03,6,0.5,1.0,0.75,5,0,empty,empty,empty,empty
834,835,1300,0.03,6,0.5,1.0,1.0,1,0,empty,empty,empty,empty
835,836,1300,0.03,6,0.5,1.0,1.0,3,0,empty,empty,empty,empty
836,837,1300,0.03,6,0.5,1.0,1.0,5,0,empty,empty,empty,empty
837,838,1300,0.03,6,0.75,0.5,0.5,1,0,empty,empty,empty,empty
838,839,1300,0.03,6,0.75,0.5,0.5,3,0,empty,empty,empty,empty
839,840,1300,0.03,6,0.75,0.5,0.5,5,0,empty,empty,empty,empty
840,841,1300,0.03,6,0.75,0.5,0.75,1,0,empty,empty,empty,empty
841,842,1300,0.03,6,0.75,0.5,0.75,3,0,empty,empty,empty,empty
842,843,1300,0.03,6,0.75,0.5,0.75,5,0,empty,empty,empty,empty
843,844,1300,0.03,6,0.75,0.5,1.0,1,0,empty,empty,empty,empty
844,845,1300,0.03,6,0.75,0.5,1.0,3,0,empty,empty,empty,empty
845,846,1300,0.03,6,0.75,0.5,1.0,5,0,empty,empty,empty,empty
846,847,1300,0.03,6,0.75,0.75,0.5,1,0,empty,empty,empty,empty
847,848,1300,0.03,6,0.75,0.75,0.5,3,0,empty,empty,empty,empty
848,849,1300,0.03,6,0.75,0.75,0.5,5,0,empty,empty,empty,empty
849,850,1300,0.03,6,0.75,0.75,0.75,1,0,empty,empty,empty,empty
850,851,1300,0.03,6,0.75,0.75,0.75,3,0,empty,empty,empty,empty
851,852,1300,0.03,6,0.75,0.75,0.75,5,0,empty,empty,empty,empty
852,853,1300,0.03,6,0.75,0.75,1.0,1,0,empty,empty,empty,empty
853,854,1300,0.03,6,0.75,0.75,1.0,3,0,empty,empty,empty,empty
854,855,1300,0.03,6,0.75,0.75,1.0,5,0,empty,empty,empty,empty
855,856,1300,0.03,6,0.75,1.0,0.5,1,0,empty,empty,empty,empty
856,857,1300,0.03,6,0.75,1.0,0.5,3,0,empty,empty,empty,empty
857,858,1300,0.03,6,0.75,1.0,0.5,5,0,empty,empty,empty,empty
858,859,1300,0.03,6,0.75,1.0,0.75,1,0,empty,empty,empty,empty
859,860,1300,0.03,6,0.75,1.0,0.75,3,0,empty,empty,empty,empty
860,861,1300,0.03,6,0.75,1.0,0.75,5,0,empty,empty,empty,empty
861,862,1300,0.03,6,0.75,1.0,1.0,1,0,empty,empty,empty,empty
862,863,1300,0.03,6,0.75,1.0,1.0,3,0,empty,empty,empty,empty
863,864,1300,0.03,6,0.75,1.0,1.0,5,0,empty,empty,empty,empty
864,865,1300,0.03,6,1.0,0.5,0.5,1,0,empty,empty,empty,empty
865,866,1300,0.03,6,1.0,0.5,0.5,3,0,empty,empty,empty,empty
866,867,1300,0.03,6,1.0,0.5,0.5,5,0,empty,empty,empty,empty
867,868,1300,0.03,6,1.0,0.5,0.75,1,0,empty,empty,empty,empty
868,869,1300,0.03,6,1.0,0.5,0.75,3,0,empty,empty,empty,empty
869,870,1300,0.03,6,1.0,0.5,0.75,5,1,2982.33 +/- 435.08,0.35 +/- 0.02,3930.79 +/- 553.65,2022-01-27 05:44:48
870,871,1300,0.03,6,1.0,0.5,1.0,1,0,empty,empty,empty,empty
871,872,1300,0.03,6,1.0,0.5,1.0,3,0,empty,empty,empty,empty
872,873,1300,0.03,6,1.0,0.5,1.0,5,0,empty,empty,empty,empty
873,874,1300,0.03,6,1.0,0.75,0.5,1,0,empty,empty,empty,empty
874,875,1300,0.03,6,1.0,0.75,0.5,3,0,empty,empty,empty,empty
875,876,1300,0.03,6,1.0,0.75,0.5,5,0,empty,empty,empty,empty
876,877,1300,0.03,6,1.0,0.75,0.75,1,0,empty,empty,empty,empty
877,878,1300,0.03,6,1.0,0.75,0.75,3,0,empty,empty,empty,empty
878,879,1300,0.03,6,1.0,0.75,0.75,5,0,empty,empty,empty,empty
879,880,1300,0.03,6,1.0,0.75,1.0,1,0,empty,empty,empty,empty
880,881,1300,0.03,6,1.0,0.75,1.0,3,0,empty,empty,empty,empty
881,882,1300,0.03,6,1.0,0.75,1.0,5,0,empty,empty,empty,empty
882,883,1300,0.03,6,1.0,1.0,0.5,1,0,empty,empty,empty,empty
883,884,1300,0.03,6,1.0,1.0,0.5,3,0,empty,empty,empty,empty
884,885,1300,0.03,6,1.0,1.0,0.5,5,0,empty,empty,empty,empty
885,886,1300,0.03,6,1.0,1.0,0.75,1,0,empty,empty,empty,empty
886,887,1300,0.03,6,1.0,1.0,0.75,3,0,empty,empty,empty,empty
887,888,1300,0.03,6,1.0,1.0,0.75,5,0,empty,empty,empty,empty
888,889,1300,0.03,6,1.0,1.0,1.0,1,0,empty,empty,empty,empty
889,890,1300,0.03,6,1.0,1.0,1.0,3,0,empty,empty,empty,empty
890,891,1300,0.03,6,1.0,1.0,1.0,5,0,empty,empty,empty,empty
891,892,1300,0.03,9,0.5,0.5,0.5,1,0,empty,empty,empty,empty
892,893,1300,0.03,9,0.5,0.5,0.5,3,0,empty,empty,empty,empty
893,894,1300,0.03,9,0.5,0.5,0.5,5,0,empty,empty,empty,empty
894,895,1300,0.03,9,0.5,0.5,0.75,1,0,empty,empty,empty,empty
895,896,1300,0.03,9,0.5,0.5,0.75,3,0,empty,empty,empty,empty
896,897,1300,0.03,9,0.5,0.5,0.75,5,0,empty,empty,empty,empty
897,898,1300,0.03,9,0.5,0.5,1.0,1,0,empty,empty,empty,empty
898,899,1300,0.03,9,0.5,0.5,1.0,3,0,empty,empty,empty,empty
899,900,1300,0.03,9,0.5,0.5,1.0,5,0,empty,empty,empty,empty
900,901,1300,0.03,9,0.5,0.75,0.5,1,0,empty,empty,empty,empty
901,902,1300,0.03,9,0.5,0.75,0.5,3,0,empty,empty,empty,empty
902,903,1300,0.03,9,0.5,0.75,0.5,5,0,empty,empty,empty,empty
903,904,1300,0.03,9,0.5,0.75,0.75,1,0,empty,empty,empty,empty
904,905,1300,0.03,9,0.5,0.75,0.75,3,0,empty,empty,empty,empty
905,906,1300,0.03,9,0.5,0.75,0.75,5,0,empty,empty,empty,empty
906,907,1300,0.03,9,0.5,0.75,1.0,1,1,2916.92 +/- 410.27,0.35 +/- 0.02,3782.24 +/- 537.4,2022-01-27 08:01:32
907,908,1300,0.03,9,0.5,0.75,1.0,3,0,empty,empty,empty,empty
908,909,1300,0.03,9,0.5,0.75,1.0,5,0,empty,empty,empty,empty
909,910,1300,0.03,9,0.5,1.0,0.5,1,0,empty,empty,empty,empty
910,911,1300,0.03,9,0.5,1.0,0.5,3,1,2928.08 +/- 425.92,0.35 +/- 0.02,3811.31 +/- 557.91,2022-01-27 04:03:34
911,912,1300,0.03,9,0.5,1.0,0.5,5,0,empty,empty,empty,empty
912,913,1300,0.03,9,0.5,1.0,0.75,1,0,empty,empty,empty,empty
913,914,1300,0.03,9,0.5,1.0,0.75,3,0,empty,empty,empty,empty
914,915,1300,0.03,9,0.5,1.0,0.75,5,0,empty,empty,empty,empty
915,916,1300,0.03,9,0.5,1.0,1.0,1,0,empty,empty,empty,empty
916,917,1300,0.03,9,0.5,1.0,1.0,3,0,empty,empty,empty,empty
917,918,1300,0.03,9,0.5,1.0,1.0,5,0,empty,empty,empty,empty
918,919,1300,0.03,9,0.75,0.5,0.5,1,0,empty,empty,empty,empty
919,920,1300,0.03,9,0.75,0.5,0.5,3,0,empty,empty,empty,empty
920,921,1300,0.03,9,0.75,0.5,0.5,5,0,empty,empty,empty,empty
921,922,1300,0.03,9,0.75,0.5,0.75,1,0,empty,empty,empty,empty
922,923,1300,0.03,9,0.75,0.5,0.75,3,0,empty,empty,empty,empty
923,924,1300,0.03,9,0.75,0.5,0.75,5,0,empty,empty,empty,empty
924,925,1300,0.03,9,0.75,0.5,1.0,1,0,empty,empty,empty,empty
925,926,1300,0.03,9,0.75,0.5,1.0,3,0,empty,empty,empty,empty
926,927,1300,0.03,9,0.75,0.5,1.0,5,0,empty,empty,empty,empty
927,928,1300,0.03,9,0.75,0.75,0.5,1,0,empty,empty,empty,empty
928,929,1300,0.03,9,0.75,0.75,0.5,3,0,empty,empty,empty,empty
929,930,1300,0.03,9,0.75,0.75,0.5,5,0,empty,empty,empty,empty
930,931,1300,0.03,9,0.75,0.75,0.75,1,0,empty,empty,empty,empty
931,932,1300,0.03,9,0.75,0.75,0.75,3,0,empty,empty,empty,empty
932,933,1300,0.03,9,0.75,0.75,0.75,5,0,empty,empty,empty,empty
933,934,1300,0.03,9,0.75,0.75,1.0,1,0,empty,empty,empty,empty
934,935,1300,0.03,9,0.75,0.75,1.0,3,0,empty,empty,empty,empty
935,936,1300,0.03,9,0.75,0.75,1.0,5,1,2901.26 +/- 411.06,0.35 +/- 0.02,3765.92 +/- 535.76,2022-01-28 05:30:59
936,937,1300,0.03,9,0.75,1.0,0.5,1,0,empty,empty,empty,empty
937,938,1300,0.03,9,0.75,1.0,0.5,3,0,empty,empty,empty,empty
938,939,1300,0.03,9,0.75,1.0,0.5,5,0,empty,empty,empty,empty
939,940,1300,0.03,9,0.75,1.0,0.75,1,0,empty,empty,empty,empty
940,941,1300,0.03,9,0.75,1.0,0.75,3,1,2911.44 +/- 411.39,0.35 +/- 0.02,3780.95 +/- 541.02,2022-01-27 11:08:50
941,942,1300,0.03,9,0.75,1.0,0.75,5,0,empty,empty,empty,empty
942,943,1300,0.03,9,0.75,1.0,1.0,1,0,empty,empty,empty,empty
943,944,1300,0.03,9,0.75,1.0,1.0,3,0,empty,empty,empty,empty
944,945,1300,0.03,9,0.75,1.0,1.0,5,0,empty,empty,empty,empty
945,946,1300,0.03,9,1.0,0.5,0.5,1,0,empty,empty,empty,empty
946,947,1300,0.03,9,1.0,0.5,0.5,3,0,empty,empty,empty,empty
947,948,1300,0.03,9,1.0,0.5,0.5,5,0,empty,empty,empty,empty
948,949,1300,0.03,9,1.0,0.5,0.75,1,0,empty,empty,empty,empty
949,950,1300,0.03,9,1.0,0.5,0.75,3,0,empty,empty,empty,empty
950,951,1300,0.03,9,1.0,0.5,0.75,5,0,empty,empty,empty,empty
951,952,1300,0.03,9,1.0,0.5,1.0,1,0,empty,empty,empty,empty
952,953,1300,0.03,9,1.0,0.5,1.0,3,0,empty,empty,empty,empty
953,954,1300,0.03,9,1.0,0.5,1.0,5,0,empty,empty,empty,empty
954,955,1300,0.03,9,1.0,0.75,0.5,1,0,empty,empty,empty,empty
955,956,1300,0.03,9,1.0,0.75,0.5,3,0,empty,empty,empty,empty
956,957,1300,0.03,9,1.0,0.75,0.5,5,0,empty,empty,empty,empty
957,958,1300,0.03,9,1.0,0.75,0.75,1,0,empty,empty,empty,empty
958,959,1300,0.03,9,1.0,0.75,0.75,3,0,empty,empty,empty,empty
959,960,1300,0.03,9,1.0,0.75,0.75,5,1,2909.98 +/- 416.78,0.35 +/- 0.02,3779.69 +/- 543.41,2022-01-28 07:24:43
960,961,1300,0.03,9,1.0,0.75,1.0,1,0,empty,empty,empty,empty
961,962,1300,0.03,9,1.0,0.75,1.0,3,0,empty,empty,empty,empty
962,963,1300,0.03,9,1.0,0.75,1.0,5,1,2903.0 +/- 417.14,0.35 +/- 0.02,3766.57 +/- 540.29,2022-01-27 07:14:25
963,964,1300,0.03,9,1.0,1.0,0.5,1,0,empty,empty,empty,empty
964,965,1300,0.03,9,1.0,1.0,0.5,3,0,empty,empty,empty,empty
965,966,1300,0.03,9,1.0,1.0,0.5,5,0,empty,empty,empty,empty
966,967,1300,0.03,9,1.0,1.0,0.75,1,0,empty,empty,empty,empty
967,968,1300,0.03,9,1.0,1.0,0.75,3,0,empty,empty,empty,empty
968,969,1300,0.03,9,1.0,1.0,0.75,5,0,empty,empty,empty,empty
969,970,1300,0.03,9,1.0,1.0,1.0,1,0,empty,empty,empty,empty
970,971,1300,0.03,9,1.0,1.0,1.0,3,0,empty,empty,empty,empty
971,972,1300,0.03,9,1.0,1.0,1.0,5,0,empty,empty,empty,empty
972,973,1300,0.05,3,0.5,0.5,0.5,1,0,empty,empty,empty,empty
